Timestamp,AccX,AccY,AccZ,AsX,AsY,AsZ,AngX,AngY,AngZ,HX,HY,HZ,Q0,Q1,Q2,Q3
2025-03-10 15:32:39.973,-0.003,0.011,1.017,0.0,0.0,0.0,0.593,0.082,-168.404,-0.425,-2.108,-0.408,0.10123,0.00101,-0.005,-0.99481
2025-03-10 15:32:40.079,-0.003,0.011,1.016,0.0,0.0,0.0,0.593,0.088,-168.409,-0.425,-2.108,-0.408,0.10098,0.00122,-0.00507,-0.99484
2025-03-10 15:32:40.184,0.002,-0.009,1.015,0.183,0.0,-0.244,0.538,0.115,-168.948,-0.425,-2.108,-0.408,0.10098,0.00122,-0.00507,-0.99484
2025-03-10 15:32:40.290,-0.011,0.007,1.006,0.0,0.061,0.0,0.522,0.11,-168.953,-0.408,-2.092,-0.408,0.10098,0.00122,-0.00507,-0.99484
2025-03-10 15:32:40.395,-0.006,0.007,1.012,0.0,-0.061,0.0,0.522,0.11,-168.953,-0.408,-2.092,-0.408,0.10098,0.00122,-0.00507,-0.99484
2025-03-10 15:32:40.496,-0.002,0.004,1.012,0.0,-0.061,0.0,0.527,0.11,-168.953,-0.408,-2.092,-0.408,0.09619,0.0014,-0.00446,-0.9953
2025-03-10 15:32:40.602,-0.002,0.01,1.013,0.0,-0.061,0.0,0.533,0.11,-168.953,-0.408,-2.092,-0.408,0.09619,0.0014,-0.00446,-0.9953
2025-03-10 15:32:40.707,-0.001,0.011,1.014,0.0,0.0,0.0,0.538,0.115,-168.948,-0.408,-2.092,-0.392,0.09619,0.0014,-0.00446,-0.9953
2025-03-10 15:32:40.811,-0.002,0.007,1.018,-0.061,0.0,0.0,0.544,0.121,-168.942,-0.408,-2.092,-0.392,0.09619,0.0014,-0.00446,-0.9953
2025-03-10 15:32:40.916,-0.005,0.008,1.017,-0.061,0.0,0.0,0.549,0.121,-168.942,-0.408,-2.092,-0.392,0.09628,0.0015,-0.00467,-0.9953
2025-03-10 15:32:41.019,-0.006,0.008,1.013,-0.061,0.0,0.0,0.549,0.121,-168.931,-0.408,-2.092,-0.392,0.09628,0.0015,-0.00467,-0.9953
2025-03-10 15:32:41.125,-0.003,0.01,1.016,0.0,0.0,0.0,0.555,0.121,-168.931,-0.408,-2.092,-0.4,0.09628,0.0015,-0.00467,-0.9953
2025-03-10 15:32:41.230,0.0,0.01,1.02,0.0,0.0,0.0,0.56,0.126,-168.931,-0.408,-2.092,-0.4,0.09628,0.0015,-0.00467,-0.9953
2025-03-10 15:32:41.336,0.001,0.01,1.021,-0.061,-0.061,0.0,0.56,0.126,-168.931,-0.408,-2.092,-0.4,0.09641,0.00159,-0.00476,-0.99527
2025-03-10 15:32:41.336,-0.002,0.013,1.016,0.0,-0.061,0.0,0.566,0.126,-168.931,-0.408,-2.092,-0.4,0.09641,0.00159,-0.00476,-0.99527
2025-03-10 15:32:41.547,-0.002,0.015,1.016,-0.061,0.0,0.0,0.566,0.126,-168.931,-0.417,-2.1,-0.408,0.09641,0.00159,-0.00476,-0.99527
2025-03-10 15:32:41.547,-0.002,0.013,1.017,0.0,0.0,0.0,0.571,0.126,-168.931,-0.417,-2.1,-0.408,0.09641,0.00159,-0.00476,-0.99527
